date posted (GMT),title,address,distance (km),price,post_url
"September 4, 2017 6:59 AM",Rooms with AC & free WiFi on University Rd near Uni/Weber,"265 Glenridge Dr, Waterloo, ON N2J 3W5, Canada",2.691,$400.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/rooms-with-ac-free-wifi-on-university-rd-near-uni-weber/1294823675"">link</a>"
"August 22, 2017 7:42 PM",1 room left for renting (available now),"512 Glendene Crescent, Waterloo, ON N2L 4P4, Canada",2.658,$500.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/1-room-left-for-renting-available-now/1291614110"">link</a>"
"August 26, 2017 12:11 PM","Discount price for students, super affordable","Waterloo, ON N2L3S8",1.136,$415.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/mississauga-peel-region/discount-price-for-students-super-affordable/1292539103"">link</a>"
"September 4, 2017 12:47 AM","All Inclusive, Furnished Room for Rent","121 University Ave E, Waterloo, ON N2J 4J1, Canada",2.269,$580.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/all-inclusive-furnished-room-for-rent/1294784488"">link</a>"
"August 9, 2017 5:39 PM",1 bedroom in quiet shared house -Male Only Please,"391 Churchill Ct, Waterloo, ON N2L 6B4, Canada",1.912,$550.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/1-bedroom-in-quiet-shared-house-male-only-please/1288174578"">link</a>"
"August 25, 2017 4:18 PM",22 Columbia St $545/mo,"22 Columbia St W, Waterloo, ON N2L 3K3, Canada",1.656,$545.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/22-columbia-st-545-mo/1124399593"">link</a>"
"September 4, 2017 1:32 PM",ALL-INCLUSIVE-FULLY-FURNISHED,"Waterloo, ON N2J4H5",1.899,$575.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/all-inclusive-fully-furnished/1294855560"">link</a>"
"August 29, 2017 8:27 PM",Roommate wanted - Two bedroom apartment in lower unit Oct 1st,"Waterloo, ON N2L3X8",1.482,$380.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/roommate-wanted-two-bedroom-apartment-in-lower-unit-oct-1st/1293450307"">link</a>"
"August 23, 2017 5:33 PM",House Available Sept. 1,"Waterloo, ON N2J4E6",2.211,$425.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/house-available-sept-1/1291850721"">link</a>"
"August 24, 2017 4:13 PM",Uptown House Available for Students,"38 Laurel St, Waterloo, ON N2J 2H2, Canada",1.892,$475.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/uptown-house-available-for-students/1292091891"">link</a>"
"August 29, 2017 6:07 PM",HUGE 17 Feet Long Student Rooms! 1 min to WLU! Free WiFi! $495,"Waterloo, ON N2L3M6",1.535,$495.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/huge-17-feet-long-student-rooms-1-min-to-wlu-free-wifi-495/1293411266"">link</a>"
"September 5, 2017 12:56 PM",Rooms or a  House - All Inclusive close to Universities !,"122 Columbia St W, Waterloo, ON N2L 3W6, Canada",0.989,Please Contact,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/rooms-or-a-house-all-inclusive-close-to-universities/1295177342"">link</a>"
"August 25, 2017 7:42 PM",STUDENT BEDROOMS FOR RENT IN PRIVATE RENOVATED HOUSE * $500,"276 Hazel St, Waterloo, ON, N2L 3N9",1.258,$500.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/student-bedrooms-for-rent-in-private-renovated-house-500/1292404925"">link</a>"
"August 24, 2017 10:50 PM",Student Suite with Ensuite Bathtub! Unlimited WiFi & Utilities!,"75 Columbia St W, Waterloo, ON N2L 3K7, Canada",1.28,$599.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/student-suite-with-ensuite-bathtub-unlimited-wifi-utilities/1292199777"">link</a>"
"September 5, 2017 10:03 PM",TWO MONTHS F R E E @ 45 COLUMBIA,"45 Columbia Street West, Waterloo, ON, N2L 3K5",1.48,$595.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/two-months-f-r-e-e-45-columbia/1285849471"">link</a>"
"September 6, 2017 7:07 PM",Student Rentals Spruce Street WLU UofW inclusive 1 month Free,"341 Spruce St, Waterloo, ON N2L 3M6, Canada",1.632,$435.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/student-rentals-spruce-street-wlu-uofw-inclusive-1-month-free/1295563203"">link</a>"
"September 6, 2017 1:52 PM",Female Only House All Incl / Onsite Laundry Waterloo,"Kitchener, ON N2L4W3",2.565,$460.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/female-only-house-all-incl-onsite-laundry-waterloo/1295469129"">link</a>"
"September 7, 2017 12:36 PM",2 Rooms for RENT from 1st Jan 2018,"246 Bellehaven Dr, Waterloo, ON N2J 3L6, Canada",2.747,$850.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/2-rooms-for-rent-from-1st-jan-2018/1295723223"">link</a>"
"August 19, 2017 2:31 AM",1/2 Bedroom available for 8 months (Jan-August 2018),"318 Spruce St, Waterloo, ON N2L 3M7, Canada",1.568,$850.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/1-2-bedroom-available-for-8-months-jan-august-2018/1290668029"">link</a>"
"August 27, 2017 1:56 AM",Room for rent in Uptown Waterloo- $450,"Waterloo, ON N2J1K7",1.991,$450.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/room-for-rent-in-uptown-waterloo-450/1292741127"">link</a>"
"August 15, 2017 2:59 PM",Walking distance to UW and WLU,"69 Cardill Crescent, Waterloo, ON N2L 3Y7, Canada",1.362,$415.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/walking-distance-to-uw-and-wlu/1289718082"">link</a>"
"September 5, 2017 10:03 PM",WHO WANTS 3 MONTH'S FOR FREE @ 21 COLUMBIA!?,"21 Columbia Street West, Waterloo, ON, N2L 3K3",1.639,$595.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/who-wants-3-months-for-free-21-columbia/1285850594"">link</a>"
"August 22, 2017 11:09 PM",Two rooms: great for UW/WLU/Conestoga students - women only,"Waterloo, ON N2J3M1",2.56,$500.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/two-rooms:-great-for-uw-wlu-conestoga-students-women-only/1291653786"">link</a>"
"September 4, 2017 7:02 PM",3 & 4 Bedroom Townhouses - Close to Both Universities!,"516 Sunnydale Pl, Waterloo, ON N2L 4T1, Canada",1.911,$450.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/3-4-bedroom-townhouses-close-to-both-universities/1048588583"">link</a>"
"September 8, 2017 11:33 AM","12 month rent - Furnished, All Utilities included","121 University Avenue East, Waterloo, ON N2J, Canada",2.269,$580.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/12-month-rent-furnished-all-utilities-included/1295981000"">link</a>"
"August 17, 2017 1:17 AM",70 Marshall 5 bedroom 5 Bath Suites,"70 Marshall En-suite, Waterloo, ON, N2J 2T4",1.756,$610.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/70-marshall-5-bedroom-5-bath-suites/1254976136"">link</a>"
"August 14, 2017 9:28 PM",Looking for Roommate for September 1st,"340 Westcourt Pl, Waterloo, ON N2L 2R7, Canada",0.863,$500.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/looking-for-roommate-for-september-1st/1289460282"">link</a>"
"August 14, 2017 3:43 PM",1 Spacious Ensuite,"49 Columbia St W, Waterloo, ON N2L 3K4, Canada",1.444,$680.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/1-spacious-ensuite/1289417849"">link</a>"
"August 16, 2017 2:24 PM",Waterloo Room for Rent,"329 Spruce St, Waterloo, ON N2L 3M6, Canada",1.574,$437.80,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/waterloo-room-for-rent/1289978071"">link</a>"
"August 16, 2017 2:05 PM",Room rental in Waterloo short term,"81 Columbia St W, Waterloo, ON N2L 3K7, Canada",1.222,$595.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/room-rental-in-waterloo-short-term/1289972568"">link</a>"
"August 25, 2017 9:16 PM","STUDENT RENTAL SEPT 2017 Close to UW WLU, 10 Dunbar Rd North","10 Dunbar Rd N, Waterloo, ON N2L 2C7, Canada",1.111,$450.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/student-rental-sept-2017-close-to-uw-wlu-10-dunbar-rd-north/1292436148"">link</a>"
"September 6, 2017 9:11 PM",Wanted - roommate -- Jan 1/18,"Waterloo, ON N2L1W5",1.436,$470.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/wanted-roommate-jan-1-18/1220995123"">link</a>"
"August 20, 2017 5:48 PM",STUDENT HOUSING WATERLOO/LAURIER *female only,"79 Longwood Dr, Waterloo, ON N2L 4B6, Canada",2.369,$480.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/student-housing-waterloo-laurier-female-only/1291045803"">link</a>"
"September 2, 2017 4:12 PM",HOUSE / Rooms  FOR RENT IMMEDIATELY........ ROOMS STUDENTS,"Waterloo, ON N2L3K8",1.011,$400.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/house-rooms-for-rent-immediately-rooms-students/1267476538"">link</a>"
"September 6, 2017 2:41 PM",SALE - Student Rental - 31 Culpepper Drive - 4 or 8 month leases,"31 Culpepper Dr, Waterloo, ON N2L 5K8, Canada",1.846,$350.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/sale-student-rental-31-culpepper-drive-4-or-8-month-leases/1295483394"">link</a>"
"September 7, 2017 10:24 PM","Subletting a spacious room for Fall 2017, Winter 2018, or both","Waterloo, ON N2J4K7",1.548,$669.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/mississauga-peel-region/subletting-a-spacious-room-for-fall-2017-winter-2018-or-both/1295887469"">link</a>"
"August 31, 2017 4:41 AM","*** 4 BDRM 2 BATH *** incl utilities, minutes to LAURIER","106 Peppler St, Waterloo, ON N2J 3C8, Canada",1.681,$400.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/4-bdrm-2-bath-incl-utilities-minutes-to-laurier/1293820813"">link</a>"
"September 5, 2017 10:03 PM",ONE ROOM REMAINING @ 62 UNIVERSITY- 2 MONTHS FREE,"62 University Avenue East, Waterloo, ON, N2J 2V8",1.894,$480.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/one-room-remaining-62-university-2-months-free/1290572937"">link</a>"
"August 18, 2017 3:46 PM",Waterloo Sublet - Room for Another Girl,"329 Spruce St, Waterloo, ON N2L 3M6, Canada",1.574,$437.80,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/waterloo-sublet-room-for-another-girl/1290519313"">link</a>"
"September 4, 2017 11:37 AM","Luxury Student Rooms * $1,020.00 SIGNING BONUS * 313 SPRUCE ST","313 Spruce St, Waterloo, ON, N2L 3M6",1.506,$600.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/luxury-student-rooms-1-020-00-signing-bonus-313-spruce-st/1229423974"">link</a>"
"September 5, 2017 11:24 PM",January 2018- April 2018 Sublet Wanted,"168 King St N, Waterloo, ON N2J 2Y3, Canada",1.416,$665.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/january-2018-april-2018-sublet-wanted/1295358488"">link</a>"
"August 22, 2017 12:09 AM",1 room for rent near UW and WLU,"Waterloo, ON N2L3R8",1.166,$500.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/1-room-for-rent-near-uw-and-wlu/1291408451"">link</a>"
"September 8, 2017 10:26 PM",Room in a Great House - All Inclusive & close to Universities !,"122 Columbia St W, Waterloo, ON N2L 3W6, Canada",0.989,Please Contact,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/room-in-a-great-house-all-inclusive-close-to-universities/1296150514"">link</a>"
"September 2, 2017 2:46 AM",Room for Rent to Female in Waterloo Home – close to WLU,"262 Casswell Ct, Waterloo, ON N2J 4Y4, Canada",2.748,$500.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/room-for-rent-to-female-in-waterloo-home-close-to-wlu/1294305109"">link</a>"
"September 7, 2017 10:05 AM","Rooms for Rent, Free Internet, Uptown Waterloo - Bus Route","Waterloo, ON N2J2H2",1.858,$385.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/rooms-for-rent-free-internet-uptown-waterloo-bus-route/1295706484"">link</a>"
"September 4, 2017 5:18 PM",Room in a big 2 room apartment in the centre of Waterloo,"300 Regina St N, Waterloo, ON N2J 3C1, Canada",1.705,$700.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/room-in-a-big-2-room-apartment-in-the-centre-of-waterloo/1294923690"">link</a>"
"September 8, 2017 9:32 PM",Walk to UW & Laurier (Incl. Utilities & Internet)- Stillmeadow,"454 Stillmeadow Cir, Waterloo, ON N2L 5M3, Canada",1.747,"$360.00

$375.00","<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/walk-to-uw-laurier-incl-utilities-internet-stillmeadow/1284537970"">link</a>"
"September 8, 2017 2:29 PM",Spacious Room Available for Rent,"8 Columbia St W, Waterloo, ON N2L 3K3, Canada",1.754,$425.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/spacious-room-available-for-rent/1296017877"">link</a>"
"August 29, 2017 2:12 AM",One bedroom for rent starting September 1st,"Waterloo, ON N2L4B3",2.023,$510.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/one-bedroom-for-rent-starting-september-1st/1293267378"">link</a>"
"September 4, 2017 8:49 PM",LOOKING FOR SUBLET *2 months paid*,"45 Columbia St W, Waterloo, ON N2L 3K4, Canada",1.48,$595.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/looking-for-sublet-2-months-paid/1295033255"">link</a>"
"August 27, 2017 2:07 PM",ROOMS FOR RENT IN SEPT FOR STUDENTS or WORKING PROFESSIONAL,"377 Hazel St, Waterloo, ON N2L 3P3, Canada",1.41,$500.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/rooms-for-rent-in-sept-for-students-or-working-professional/1292798220"">link</a>"
"August 11, 2017 1:04 AM",Master bedroom near UW,"317 Old Post Rd, Waterloo, ON N2L 5P3, Canada",1.368,Please Contact,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/master-bedroom-near-uw/1288551899"">link</a>"
"August 24, 2017 7:03 PM",Looking for a Indian couple or Student,"Waterloo, ON N2L6E3",1.129,Please Contact,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/looking-for-a-indian-couple-or-student/1292128820"">link</a>"
"August 10, 2017 3:26 PM",Student Room Rental Fall 2017 | Waterloo,"Waterloo, ON N2L3W3",0.662,$635.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/student-room-rental-fall-2017-waterloo/1288399725"">link</a>"
"September 5, 2017 4:03 PM",STUDENT ROOM RENTALS - ONLY $495/MONTH/ROOM - 1 AVAILABLE,"62 Dorset St., Waterloo, ON, N2L 3L8",1.372,$495.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/student-room-rentals-only-495-month-room-1-available/1284596225"">link</a>"
"September 6, 2017 1:52 PM",Rooms in a Great House - All Inclusive & close to Universities !,"128 Columbia St W, Waterloo, ON N2L 3K8, Canada",0.963,Please Contact,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/rooms-in-a-great-house-all-inclusive-close-to-universities/1295469287"">link</a>"
"September 5, 2017 12:49 AM","Rooms for rent in waterloo near WLU,$430/Month including utility","Waterloo, ON N2J2S2",1.925,$430.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/rooms-for-rent-in-waterloo-near-wlu-430-month-including-utility/1295108048"">link</a>"
"August 19, 2017 5:19 AM",QUIET  CLEAN  CLOSE TO U of WATERLOO,"50 McCarron Crescent, Waterloo, ON N2L 5N1, Canada",1.618,$560.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/quiet-clean-close-to-u-of-waterloo/1290022213"">link</a>"
"September 4, 2017 3:53 PM","Basement level, your own  kitchen,  living room and bathroom","Waterloo, ON N2L4N2",2.444,$760.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/basement-level-your-own-kitchen-living-room-and-bathroom/1294907718"">link</a>"
"August 26, 2017 3:16 AM","1 room for rent near UW and WLU , 1 year rental only","Waterloo, ON N2L3R8",1.166,$500.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/1-room-for-rent-near-uw-and-wlu-1-year-rental-only/1292505806"">link</a>"
"September 7, 2017 10:13 PM",Lease takeover,"Waterloo, ON N2L3Z9",2.095,$500.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/lease-takeover/1295884542"">link</a>"
"September 4, 2017 1:07 PM","1 student rooms available Jan, 2018.","398 Churchill Ct, Waterloo, ON N2L 6B4, Canada",1.831,$475.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/1-student-rooms-available-jan-2018/1294848949"">link</a>"
"August 27, 2017 8:19 PM",STILL AVAILABLE! near UofW no lease all utilities in,"Waterloo, ON N2L5N4",1.802,$425.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/still-available-near-uofw-no-lease-all-utilities-in/1292907214"">link</a>"
"September 6, 2017 8:42 PM","One bedroom at 141 Macgregor Crescent starting Jan, 2018","141 Macgregor Crescent, Waterloo, ON N2J 3X2, Canada",2.47,$585.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/one-bedroom-at-141-macgregor-crescent-starting-jan-2018/1295591063"">link</a>"
"September 4, 2017 7:02 PM",Perfect for Students - 5 Bedroom House at 91 Noecker Street!,"91 Noecker St, Waterloo, ON N2J 2R7, Canada",1.804,$450.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/perfect-for-students-5-bedroom-house-at-91-noecker-street/514622254"">link</a>"
"September 6, 2017 11:08 PM",Room for rent close to University of Waterloo,"100 Culpepper Dr, Waterloo, ON N2L 5S1, Canada",1.628,$450.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/room-for-rent-close-to-university-of-waterloo/1295629005"">link</a>"
"September 5, 2017 6:00 PM",UWaterloo Student Needs Room,"Waterloo, ON N2L3G1",0.268,Please Contact,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/uwaterloo-student-needs-room/1295266852"">link</a>"
"September 6, 2017 2:19 PM",1 Female Room for rent for JANUARY 1st 2018,"267 Hazel St, Waterloo, ON N2L 3P1, Canada",1.198,$475.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/1-female-room-for-rent-for-january-1st-2018/1295476734"">link</a>"
"August 18, 2017 3:08 AM",Room Rental - October rent free & Nov. half rents month free,"Waterloo, ON N2J3B8",1.728,Please Contact,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/room-rental-october-rent-free-nov-half-rents-month-free/1290427179"">link</a>"
"September 5, 2017 2:45 AM",One room available at 228 Albert,"228 Albert St, Waterloo, ON N2L 3T6, Canada",0.889,$630.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/one-room-available-at-228-albert/1295134256"">link</a>"
"August 30, 2017 10:08 AM",17 Hickory Ideal Location for Students,"17 Hickory St W, Waterloo, ON N2L 3H9, Canada",1.458,$500.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/17-hickory-ideal-location-for-students/1293569247"">link</a>"
"September 2, 2017 11:31 AM",PRIVATE BEDROOM RENTALS * STUDENT HOUSING * MANY OPTIONS!,"269 State St, Waterloo, ON, N2L 3N7",1.281,$445.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/private-bedroom-rentals-student-housing-many-options/1252611360"">link</a>"
"September 1, 2017 1:16 AM",Female Roommate Lease/Sublet (8 months),"180 Regina St N, Waterloo, ON N2J 3B3, Canada",1.559,$590.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/female-roommate-lease-sublet-8-months/1294047048"">link</a>"
"September 5, 2017 10:03 PM",The Deal Of The Century! 2 MONTH'S FREE!!!,"316 King, Waterloo, ON, N2J 2Z2",1.646,$595.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/the-deal-of-the-century-2-months-free/1294084295"">link</a>"
"September 8, 2017 7:40 AM",Room for rent,"Waterloo, ON N2L5C8",2.337,$600.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/room-for-rent/1295966895"">link</a>"
"August 16, 2017 10:24 PM",68 Columbia St W (Starting Jan 2018) - Utilities Included,"68 Columbia St W, Waterloo, ON N2L 3K6, Canada",1.333,$510.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/68-columbia-st-w-starting-jan-2018-utilities-included/1290109961"">link</a>"
"August 31, 2017 6:28 PM",Near Waterloo University,"375 Churchill Ct, Waterloo, ON N2L 6B4, Canada",1.83,$600.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/near-waterloo-university/1293946772"">link</a>"
"August 30, 2017 6:01 AM",Looking for a female roommate in a 2BRD luxurious condo,"265 Westcourt Pl, Waterloo, ON N2L 6E4, Canada",1.016,$700.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/looking-for-a-female-roommate-in-a-2brd-luxurious-condo/1293525905"">link</a>"
"August 30, 2017 11:51 AM",SINGLE ROOMS FOR 3 MONTHS FREE @ 81 COLUMBIA,"81 Columbia Street W, Waterloo, ON, N2L 3K7",1.222,$595.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/single-rooms-for-3-months-free-81-columbia/1285847634"">link</a>"
"August 11, 2017 5:10 PM",large bedroom in a townhouse uptown,"Waterloo, ON N2J4P7",1.775,$600.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/large-bedroom-in-a-townhouse-uptown/1288663427"">link</a>"
"August 28, 2017 5:38 AM","Co-ed Space 2 baths shared, living space. Large Bedrooms","106 Peppler St, Waterloo, ON N2J 3C8, Canada",1.681,$400.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/co-ed-space-2-baths-shared-living-space-large-bedrooms/1293013212"">link</a>"
"August 31, 2017 11:27 AM",ATTN: UW STUDENTS! Massive 5 Bedroom House for September Rental!,"107 McCrae, Waterloo, ON, N2T 1C6",2.637,$535.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/attn:-uw-students-massive-5-bedroom-house-for-september-rental/1285942628"">link</a>"
"September 2, 2017 5:15 AM",Waterloo Service Condo,"321 Spruce St, Waterloo, ON N2L 3M6, Canada",1.534,"$1,580.00","<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/waterloo-service-condo/1294305448"">link</a>"
"September 8, 2017 5:53 PM",Female Only House Waterloo Onsite Laundry n All Utilities Incl.,"Waterloo, ON N2L4W3",2.565,$460.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/female-only-house-waterloo-onsite-laundry-n-all-utilities-incl/1296077029"">link</a>"
"September 1, 2017 11:34 AM",STUDENT ROOMS IN PRIVATE HOUSE * 1 minute walk * Newly renovated,"276 Hazel St, Waterloo, ON, N2L 3N9",1.258,$500.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/student-rooms-in-private-house-1-minute-walk-newly-renovated/1286373789"">link</a>"
"September 8, 2017 1:12 AM",4 month winter sublet for 4 single bedrooms,"330 Spruce St, Waterloo, ON N2L 3M7, Canada",1.61,$625.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/4-month-winter-sublet-for-4-single-bedrooms/1295874209"">link</a>"
"September 4, 2017 9:17 PM",319 ERB ST W.....FEMALE/STUDENT SEPTEMBER RENTALS,"319 Erb St W, Waterloo, ON N2L 1W4, Canada",1.593,$490.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/319-erb-st-w-female-student-september-rentals/1295043343"">link</a>"
"August 19, 2017 9:39 PM",CLEAN  QUIET  CLOSE TO U of WATERLOO,"50 McCarron Crescent, Waterloo, ON N2L 5N1, Canada",1.618,$560.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/clean-quiet-close-to-u-of-waterloo/1290083889"">link</a>"
"August 30, 2017 4:42 PM",Room for Rent,"48 Young St E, Waterloo, ON N2J 2L5, Canada",1.682,$750.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/room-for-rent/1293653392"">link</a>"
"September 6, 2017 8:59 PM",Albert and Columbia Street,"Waterloo, ON N2L3S6",1.173,Please Contact,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/albert-and-columbia-street/1295595651"">link</a>"
"August 22, 2017 11:32 AM",Home Away from Home for the Professional,", Waterloo, Canada",1.771,$700.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/home-away-from-home-for-the-professional/1020826524"">link</a>"
"September 5, 2017 10:03 PM",FLASH SALE: 2 MONTHS FREE!!! 45 COLUMBIA STREET,"45 Columbia Street West, Waterloo, ON, N2L 3K5",1.48,$595.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/flash-sale:-2-months-free-45-columbia-street/1285849542"">link</a>"
"August 11, 2017 6:35 AM",Sage 2 looking for roomate in a 2 bedroom apartment,"318 Spruce St, Waterloo, ON N2L 3M7, Canada",1.568,$850.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/sage-2-looking-for-roomate-in-a-2-bedroom-apartment/1288588421"">link</a>"
"August 25, 2017 12:12 PM",STUDENT BEDROOMS * GREAT LOCATIONS & PRICES * MANY OPTIONS,"134 Columbia St W, Waterloo, ON, N2L 3K8",0.941,$445.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/student-bedrooms-great-locations-prices-many-options/1264638994"">link</a>"
"August 19, 2017 5:12 PM",3 bedroom penthouse 18th floor,"300 Regina St N, Waterloo, ON N2J 3C1, Canada",1.705,"$2,030.00","<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/3-bedroom-penthouse-18th-floor/1290798486"">link</a>"
"September 7, 2017 4:39 AM",1 BEDROOM FOR SUBLET CLOSE TO CAMPUS,"Waterloo, ON N2L",0.71,$635.00,"<a href=""https://www.kijiji.ca/v-room-rental-roommate/kitchener-waterloo/1-bedroom-for-sublet-close-to-campus/1262434926"">link</a>"
